"Plot Title: Mermaid's Reef"
"#","Date Time, GMT-04:00","Temp, °C","Intensity, Lux","Coupler Attached","Host Connected","Stopped","End Of File"
87,08/03/18 10:00:00 AM,30.862,2066.7,,,,
88,08/03/18 10:30:00 AM,30.963,2152.8,,,,
89,08/03/18 11:00:00 AM,30.558,2066.7,,,,
90,08/03/18 11:30:00 AM,30.558,2755.6,,,,
91,08/03/18 12:00:00 PM,30.356,635.1,,,,
92,08/03/18 12:30:00 PM,30.659,2325.0,,,,
93,08/03/18 01:00:00 PM,30.760,2927.8,,,,
94,08/03/18 01:30:00 PM,30.659,1356.3,,,,
95,08/03/18 02:00:00 PM,30.862,3444.5,,,,
96,08/03/18 02:30:00 PM,30.862,3444.5,,,,
97,08/03/18 03:00:00 PM,30.963,4994.5,,,,
98,08/03/18 03:30:00 PM,30.862,1636.1,,,,
99,08/03/18 04:00:00 PM,31.064,5511.1,,,,
100,08/03/18 04:30:00 PM,30.963,3961.1,,,,
101,08/03/18 05:00:00 PM,31.166,2066.7,,,,
102,08/03/18 05:30:00 PM,31.064,2152.8,,,,
103,08/03/18 06:00:00 PM,30.963,1894.5,,,,
104,08/03/18 06:30:00 PM,30.862,1463.9,,,,
105,08/03/18 07:00:00 PM,30.760,549.0,,,,
106,08/03/18 07:30:00 PM,30.760,183.0,,,,
107,08/03/18 08:00:00 PM,30.659,0.0,,,,
108,08/03/18 08:30:00 PM,30.659,0.0,,,,
109,08/03/18 09:00:00 PM,30.659,0.0,,,,
110,08/03/18 09:30:00 PM,30.558,0.0,,,,
111,08/03/18 10:00:00 PM,30.558,0.0,,,,
112,08/03/18 10:30:00 PM,30.558,0.0,,,,
113,08/03/18 11:00:00 PM,30.457,0.0,,,,
114,08/03/18 11:30:00 PM,30.457,0.0,,,,
115,08/04/18 12:00:00 AM,30.457,0.0,,,,
116,08/04/18 12:30:00 AM,30.356,0.0,,,,
117,08/04/18 01:00:00 AM,30.356,0.0,,,,
118,08/04/18 01:30:00 AM,30.356,0.0,,,,
119,08/04/18 02:00:00 AM,30.255,0.0,,,,
120,08/04/18 02:30:00 AM,30.255,0.0,,,,
121,08/04/18 03:00:00 AM,30.255,0.0,,,,
122,08/04/18 03:30:00 AM,30.154,0.0,,,,
123,08/04/18 04:00:00 AM,30.154,0.0,,,,
124,08/04/18 04:30:00 AM,30.154,0.0,,,,
125,08/04/18 05:00:00 AM,30.054,0.0,,,,
126,08/04/18 05:30:00 AM,30.054,0.0,,,,
127,08/04/18 06:00:00 AM,30.054,0.0,,,,
128,08/04/18 06:30:00 AM,29.953,0.0,,,,
129,08/04/18 07:00:00 AM,29.953,96.9,,,,
130,08/04/18 07:30:00 AM,30.054,538.2,,,,
131,08/04/18 08:00:00 AM,30.255,1044.1,,,,
132,08/04/18 08:30:00 AM,30.457,1151.7,,,,
133,08/04/18 09:00:00 AM,30.054,279.9,,,,
134,08/04/18 09:30:00 AM,30.154,290.6,,,,
135,08/04/18 10:00:00 AM,31.166,2497.2,,,,
136,08/04/18 10:30:00 AM,31.064,2755.6,,,,
137,08/04/18 11:00:00 AM,30.760,2497.2,,,,
138,08/04/18 11:30:00 AM,30.760,1980.6,,,,
139,08/04/18 12:00:00 PM,30.963,2497.2,,,,
140,08/04/18 12:30:00 PM,30.963,3100.0,,,,
141,08/04/18 01:00:00 PM,30.963,775.0,,,,
142,08/04/18 01:30:00 PM,31.064,3272.2,,,,
143,08/04/18 02:00:00 PM,31.472,3616.7,,,,
144,08/04/18 02:30:00 PM,30.963,2411.1,,,,
145,08/04/18 03:00:00 PM,31.166,2669.5,,,,
146,08/04/18 03:30:00 PM,31.166,2325.0,,,,
147,08/04/18 04:00:00 PM,31.166,2669.5,,,,
148,08/04/18 04:30:00 PM,31.166,2669.5,,,,
149,08/04/18 05:00:00 PM,31.166,4133.4,,,,
150,08/04/18 05:30:00 PM,30.963,710.4,,,,
151,08/04/18 06:00:00 PM,30.862,570.5,,,,
152,08/04/18 06:30:00 PM,30.862,1324.0,,,,
153,08/04/18 07:00:00 PM,30.760,258.3,,,,
154,08/04/18 07:30:00 PM,30.760,96.9,,,,
155,08/04/18 08:00:00 PM,30.760,0.0,,,,
156,08/04/18 08:30:00 PM,30.760,0.0,,,,
157,08/04/18 09:00:00 PM,30.760,0.0,,,,
158,08/04/18 09:30:00 PM,30.760,0.0,,,,
159,08/04/18 10:00:00 PM,30.659,0.0,,,,
160,08/04/18 10:30:00 PM,30.558,0.0,,,,
161,08/04/18 11:00:00 PM,30.558,0.0,,,,
162,08/04/18 11:30:00 PM,30.457,0.0,,,,
163,08/05/18 12:00:00 AM,30.457,0.0,,,,
164,08/05/18 12:30:00 AM,30.356,0.0,,,,
165,08/05/18 01:00:00 AM,30.356,0.0,,,,
166,08/05/18 01:30:00 AM,30.356,0.0,,,,
167,08/05/18 02:00:00 AM,30.356,0.0,,,,
168,08/05/18 02:30:00 AM,30.356,0.0,,,,
169,08/05/18 03:00:00 AM,30.356,0.0,,,,
170,08/05/18 03:30:00 AM,30.255,0.0,,,,
171,08/05/18 04:00:00 AM,30.255,0.0,,,,
172,08/05/18 04:30:00 AM,30.255,0.0,,,,
173,08/05/18 05:00:00 AM,30.154,0.0,,,,
174,08/05/18 05:30:00 AM,30.154,0.0,,,,
175,08/05/18 06:00:00 AM,30.154,0.0,,,,
176,08/05/18 06:30:00 AM,30.054,0.0,,,,
177,08/05/18 07:00:00 AM,30.054,107.6,,,,
178,08/05/18 07:30:00 AM,30.154,301.4,,,,
179,08/05/18 08:00:00 AM,30.356,635.1,,,,
180,08/05/18 08:30:00 AM,30.558,1011.8,,,,
181,08/05/18 09:00:00 AM,30.760,1550.0,,,,
182,08/05/18 09:30:00 AM,30.356,1141.0,,,,
183,08/05/18 10:00:00 AM,31.064,1808.3,,,,
184,08/05/18 10:30:00 AM,31.268,1894.5,,,,
185,08/05/18 11:00:00 AM,31.268,2583.4,,,,
186,08/05/18 11:30:00 AM,30.862,2927.8,,,,
187,08/05/18 12:00:00 PM,30.862,2583.4,,,,
188,08/05/18 12:30:00 PM,30.862,2755.6,,,,
189,08/05/18 01:00:00 PM,30.862,5338.9,,,,
190,08/05/18 01:30:00 PM,30.963,3444.5,,,,
191,08/05/18 02:00:00 PM,31.064,4822.3,,,,
192,08/05/18 02:30:00 PM,30.963,6200.0,,,,
193,08/05/18 03:00:00 PM,31.064,3272.2,,,,
194,08/05/18 03:30:00 PM,31.370,11022.3,,,,
195,08/05/18 04:00:00 PM,31.166,5338.9,,,,
196,08/05/18 04:30:00 PM,31.166,22044.6,,,,
197,08/05/18 05:00:00 PM,31.472,10333.4,,,,
198,08/05/18 05:30:00 PM,31.370,15844.5,,,,
199,08/05/18 06:00:00 PM,31.268,9644.5,,,,
200,08/05/18 06:30:00 PM,31.166,3272.2,,,,
201,08/05/18 07:00:00 PM,30.963,667.4,,,,
202,08/05/18 07:30:00 PM,30.862,193.8,,,,
203,08/05/18 08:00:00 PM,30.760,0.0,,,,
204,08/05/18 08:30:00 PM,30.659,0.0,,,,
205,08/05/18 09:00:00 PM,30.659,0.0,,,,
206,08/05/18 09:30:00 PM,30.659,0.0,,,,
207,08/05/18 10:00:00 PM,30.558,0.0,,,,
208,08/05/18 10:30:00 PM,30.558,0.0,,,,
209,08/05/18 11:00:00 PM,30.558,0.0,,,,
210,08/05/18 11:30:00 PM,30.457,0.0,,,,
211,08/06/18 12:00:00 AM,30.457,0.0,,,,
212,08/06/18 12:30:00 AM,30.457,0.0,,,,
213,08/06/18 01:00:00 AM,30.356,0.0,,,,
214,08/06/18 01:30:00 AM,30.356,0.0,,,,
215,08/06/18 02:00:00 AM,30.255,0.0,,,,
216,08/06/18 02:30:00 AM,30.255,0.0,,,,
217,08/06/18 03:00:00 AM,30.255,0.0,,,,
218,08/06/18 03:30:00 AM,30.154,0.0,,,,
219,08/06/18 04:00:00 AM,30.154,0.0,,,,
220,08/06/18 04:30:00 AM,30.054,0.0,,,,
221,08/06/18 05:00:00 AM,30.054,0.0,,,,
222,08/06/18 05:30:00 AM,29.953,0.0,,,,
223,08/06/18 06:00:00 AM,29.953,0.0,,,,
224,08/06/18 06:30:00 AM,29.953,0.0,,,,
225,08/06/18 07:00:00 AM,29.853,150.7,,,,
226,08/06/18 07:30:00 AM,29.953,527.4,,,,
227,08/06/18 08:00:00 AM,30.054,861.1,,,,
228,08/06/18 08:30:00 AM,30.154,441.3,,,,
229,08/06/18 09:00:00 AM,30.356,1722.2,,,,
230,08/06/18 09:30:00 AM,30.457,2411.1,,,,
231,08/06/18 10:00:00 AM,30.154,1722.2,,,,
232,08/06/18 10:30:00 AM,30.659,3272.2,,,,
233,08/06/18 11:00:00 AM,30.457,3616.7,,,,
234,08/06/18 11:30:00 AM,30.457,549.0,,,,
235,08/06/18 12:00:00 PM,30.760,2152.8,,,,
236,08/06/18 12:30:00 PM,31.472,2411.1,,,,
237,08/06/18 01:00:00 PM,31.574,2927.8,,,,
238,08/06/18 01:30:00 PM,31.064,2927.8,,,,
239,08/06/18 02:00:00 PM,31.166,2497.2,,,,
240,08/06/18 02:30:00 PM,31.268,3788.9,,,,
241,08/06/18 03:00:00 PM,31.064,2927.8,,,,
242,08/06/18 03:30:00 PM,31.166,2411.1,,,,
243,08/06/18 04:00:00 PM,31.166,2325.0,,,,
244,08/06/18 04:30:00 PM,31.166,2411.1,,,,
245,08/06/18 05:00:00 PM,31.064,1894.5,,,,
246,08/06/18 05:30:00 PM,31.064,1550.0,,,,
247,08/06/18 06:00:00 PM,31.064,3444.5,,,,
248,08/06/18 06:30:00 PM,30.963,2238.9,,,,
249,08/06/18 07:00:00 PM,30.862,624.3,,,,
250,08/06/18 07:30:00 PM,30.760,204.5,,,,
251,08/06/18 08:00:00 PM,30.760,0.0,,,,
252,08/06/18 08:30:00 PM,30.760,0.0,,,,
253,08/06/18 09:00:00 PM,30.659,0.0,,,,
254,08/06/18 09:30:00 PM,30.659,0.0,,,,
255,08/06/18 10:00:00 PM,30.558,0.0,,,,
256,08/06/18 10:30:00 PM,30.558,0.0,,,,
257,08/06/18 11:00:00 PM,30.558,0.0,,,,
258,08/06/18 11:30:00 PM,30.558,0.0,,,,
259,08/07/18 12:00:00 AM,30.558,0.0,,,,
260,08/07/18 12:30:00 AM,30.558,0.0,,,,
261,08/07/18 01:00:00 AM,30.558,0.0,,,,
262,08/07/18 01:30:00 AM,30.558,0.0,,,,
263,08/07/18 02:00:00 AM,30.457,0.0,,,,
264,08/07/18 02:30:00 AM,30.558,0.0,,,,
265,08/07/18 03:00:00 AM,30.255,0.0,,,,
266,08/07/18 03:30:00 AM,30.255,0.0,,,,
267,08/07/18 04:00:00 AM,30.255,0.0,,,,
268,08/07/18 04:30:00 AM,30.255,0.0,,,,
269,08/07/18 05:00:00 AM,30.255,0.0,,,,
270,08/07/18 05:30:00 AM,30.255,0.0,,,,
271,08/07/18 06:00:00 AM,30.255,0.0,,,,
272,08/07/18 06:30:00 AM,30.154,0.0,,,,
273,08/07/18 07:00:00 AM,30.054,64.6,,,,
274,08/07/18 07:30:00 AM,30.154,215.3,,,,
275,08/07/18 08:00:00 AM,30.356,387.5,,,,
276,08/07/18 08:30:00 AM,30.255,581.3,,,,
277,08/07/18 09:00:00 AM,30.356,1463.9,,,,
278,08/07/18 09:30:00 AM,30.558,2238.9,,,,
279,08/07/18 10:00:00 AM,30.659,3616.7,,,,
280,08/07/18 10:30:00 AM,31.166,2755.6,,,,
281,08/07/18 11:00:00 AM,31.268,2669.5,,,,
282,08/07/18 11:30:00 AM,31.778,2927.8,,,,
283,08/07/18 12:00:00 PM,30.862,484.4,,,,
284,08/07/18 12:30:00 PM,31.370,3444.5,,,,
285,08/07/18 01:00:00 PM,31.983,3788.9,,,,
286,08/07/18 01:30:00 PM,31.472,3444.5,,,,
287,08/07/18 02:00:00 PM,31.472,3961.1,,,,
288,08/07/18 02:30:00 PM,31.472,3788.9,,,,
289,08/07/18 03:00:00 PM,31.472,3788.9,,,,
290,08/07/18 03:30:00 PM,31.472,5511.1,,,,
291,08/07/18 04:00:00 PM,31.574,6200.0,,,,
292,08/07/18 04:30:00 PM,31.574,5166.7,,,,
293,08/07/18 05:00:00 PM,31.574,1313.2,,,,
294,08/07/18 05:30:00 PM,31.472,1184.0,,,,
295,08/07/18 06:00:00 PM,31.472,958.0,,,,
296,08/07/18 06:30:00 PM,31.370,409.0,,,,
297,08/07/18 07:00:00 PM,31.268,226.0,,,,
298,08/07/18 07:30:00 PM,31.268,32.3,,,,
299,08/07/18 08:00:00 PM,31.166,0.0,,,,
300,08/07/18 08:30:00 PM,31.166,0.0,,,,
301,08/07/18 09:00:00 PM,31.166,0.0,,,,
302,08/07/18 09:30:00 PM,31.064,0.0,,,,
303,08/07/18 10:00:00 PM,31.064,0.0,,,,
304,08/07/18 10:30:00 PM,31.064,0.0,,,,
305,08/07/18 11:00:00 PM,30.963,0.0,,,,
306,08/07/18 11:30:00 PM,30.963,0.0,,,,
307,08/08/18 12:00:00 AM,30.963,0.0,,,,
308,08/08/18 12:30:00 AM,30.963,0.0,,,,
309,08/08/18 01:00:00 AM,30.963,0.0,,,,
310,08/08/18 01:30:00 AM,30.963,0.0,,,,
311,08/08/18 02:00:00 AM,30.963,0.0,,,,
312,08/08/18 02:30:00 AM,30.963,0.0,,,,
313,08/08/18 03:00:00 AM,30.963,0.0,,,,
314,08/08/18 03:30:00 AM,30.862,0.0,,,,
315,08/08/18 04:00:00 AM,30.760,0.0,,,,
316,08/08/18 04:30:00 AM,30.760,0.0,,,,
317,08/08/18 05:00:00 AM,30.760,0.0,,,,
318,08/08/18 05:30:00 AM,30.760,0.0,,,,
319,08/08/18 06:00:00 AM,30.659,0.0,,,,
320,08/08/18 06:30:00 AM,30.659,0.0,,,,
321,08/08/18 07:00:00 AM,30.659,64.6,,,,
322,08/08/18 07:30:00 AM,30.760,215.3,,,,
323,08/08/18 08:00:00 AM,30.862,387.5,,,,
324,08/08/18 08:30:00 AM,30.963,602.8,,,,
325,08/08/18 09:00:00 AM,31.166,1076.4,,,,
326,08/08/18 09:30:00 AM,31.064,785.8,,,,
327,08/08/18 10:00:00 AM,31.064,3272.2,,,,
328,08/08/18 10:30:00 AM,31.472,4822.3,,,,
329,08/08/18 11:00:00 AM,32.086,2152.8,,,,
330,08/08/18 11:30:00 AM,32.704,2755.6,,,,
331,08/08/18 12:00:00 PM,32.188,4305.6,,,,
332,08/08/18 12:30:00 PM,31.676,1550.0,,,,
333,08/08/18 01:00:00 PM,31.983,3444.5,,,,
334,08/08/18 01:30:00 PM,31.983,3961.1,,,,
335,08/08/18 02:00:00 PM,31.983,5166.7,,,,
336,08/08/18 02:30:00 PM,32.188,4477.8,,,,
337,08/08/18 03:00:00 PM,32.291,3100.0,,,,
338,08/08/18 03:30:00 PM,31.880,645.8,,,,
339,08/08/18 04:00:00 PM,32.188,4133.4,,,,
340,08/08/18 04:30:00 PM,32.188,5166.7,,,,
341,08/08/18 05:00:00 PM,31.880,861.1,,,,
342,08/08/18 05:30:00 PM,31.880,516.7,,,,
343,08/08/18 06:00:00 PM,31.880,581.3,,,,
344,08/08/18 06:30:00 PM,31.983,2411.1,,,,
345,08/08/18 07:00:00 PM,31.880,710.4,,,,
346,08/08/18 07:30:00 PM,31.778,129.2,,,,
347,08/08/18 08:00:00 PM,31.778,0.0,,,,
348,08/08/18 08:30:00 PM,31.676,0.0,,,,
349,08/08/18 09:00:00 PM,31.676,0.0,,,,
350,08/08/18 09:30:00 PM,31.676,0.0,,,,
351,08/08/18 10:00:00 PM,31.574,0.0,,,,
352,08/08/18 10:30:00 PM,31.574,0.0,,,,
353,08/08/18 11:00:00 PM,31.574,0.0,,,,
354,08/08/18 11:30:00 PM,31.574,0.0,,,,
355,08/09/18 12:00:00 AM,31.574,0.0,,,,
356,08/09/18 12:30:00 AM,31.472,0.0,,,,
357,08/09/18 01:00:00 AM,31.472,0.0,,,,
358,08/09/18 01:30:00 AM,31.472,0.0,,,,
359,08/09/18 02:00:00 AM,31.472,0.0,,,,
360,08/09/18 02:30:00 AM,31.472,0.0,,,,
361,08/09/18 03:00:00 AM,31.472,0.0,,,,
362,08/09/18 03:30:00 AM,31.472,0.0,,,,
363,08/09/18 04:00:00 AM,31.370,0.0,,,,
364,08/09/18 04:30:00 AM,31.268,0.0,,,,
365,08/09/18 05:00:00 AM,31.166,0.0,,,,
366,08/09/18 05:30:00 AM,31.166,0.0,,,,
367,08/09/18 06:00:00 AM,31.268,0.0,,,,
368,08/09/18 06:30:00 AM,31.268,0.0,,,,
369,08/09/18 07:00:00 AM,31.166,53.8,,,,
370,08/09/18 07:30:00 AM,31.268,193.8,,,,
371,08/09/18 08:00:00 AM,31.370,376.7,,,,
372,08/09/18 08:30:00 AM,31.472,592.0,,,,
373,08/09/18 09:00:00 AM,31.574,882.6,,,,
374,08/09/18 09:30:00 AM,31.778,1054.9,,,,
375,08/09/18 10:00:00 AM,31.880,1377.8,,,,
376,08/09/18 10:30:00 AM,31.778,3788.9,,,,
377,08/09/18 11:00:00 AM,31.983,5166.7,,,,
378,08/09/18 11:30:00 AM,33.118,2755.6,,,,
379,08/09/18 12:00:00 PM,33.118,2669.5,,,,
380,08/09/18 12:30:00 PM,33.014,2238.9,,,,
381,08/09/18 01:00:00 PM,32.911,2066.7,,,,
382,08/09/18 01:30:00 PM,32.911,3788.9,,,,
383,08/09/18 02:00:00 PM,32.497,1636.1,,,,
384,08/09/18 02:30:00 PM,32.497,2411.1,,,,
385,08/09/18 03:00:00 PM,32.497,3272.2,,,,
386,08/09/18 03:30:00 PM,32.600,3961.1,,,,
387,08/09/18 04:00:00 PM,32.600,2497.2,,,,
388,08/09/18 04:30:00 PM,32.497,3272.2,,,,
389,08/09/18 05:00:00 PM,32.394,2497.2,,,,
390,08/09/18 05:30:00 PM,32.394,1980.6,,,,
391,08/09/18 06:00:00 PM,32.394,1980.6,,,,
392,08/09/18 06:30:00 PM,32.291,1001.0,,,,
393,08/09/18 07:00:00 PM,32.188,312.2,,,,
394,08/09/18 07:30:00 PM,32.188,75.3,,,,
395,08/09/18 08:00:00 PM,32.188,0.0,,,,
396,08/09/18 08:30:00 PM,32.291,0.0,,,,
397,08/09/18 09:00:00 PM,32.086,0.0,,,,
398,08/09/18 09:30:00 PM,32.086,0.0,,,,
399,08/09/18 10:00:00 PM,31.983,0.0,,,,
400,08/09/18 10:30:00 PM,31.983,0.0,,,,
401,08/09/18 11:00:00 PM,31.983,0.0,,,,
402,08/09/18 11:30:00 PM,31.983,0.0,,,,
403,08/10/18 12:00:00 AM,31.983,0.0,,,,
404,08/10/18 12:30:00 AM,31.880,0.0,,,,
405,08/10/18 01:00:00 AM,31.880,0.0,,,,
406,08/10/18 01:30:00 AM,31.880,0.0,,,,
407,08/10/18 02:00:00 AM,31.880,0.0,,,,
408,08/10/18 02:30:00 AM,31.880,0.0,,,,
409,08/10/18 03:00:00 AM,31.778,0.0,,,,
410,08/10/18 03:30:00 AM,31.778,0.0,,,,
411,08/10/18 04:00:00 AM,31.778,0.0,,,,
412,08/10/18 04:30:00 AM,31.778,0.0,,,,
413,08/10/18 05:00:00 AM,31.778,0.0,,,,
414,08/10/18 05:30:00 AM,31.778,0.0,,,,
415,08/10/18 06:00:00 AM,31.574,0.0,,,,
416,08/10/18 06:30:00 AM,31.574,0.0,,,,
417,08/10/18 07:00:00 AM,31.676,53.8,,,,
418,08/10/18 07:30:00 AM,31.676,247.6,,,,
419,08/10/18 08:00:00 AM,31.778,441.3,,,,
420,08/10/18 08:30:00 AM,31.778,667.4,,,,
421,08/10/18 09:00:00 AM,31.778,828.8,,,,
422,08/10/18 09:30:00 AM,31.880,1097.9,,,,
423,08/10/18 10:00:00 AM,31.880,1119.5,,,,
424,08/10/18 10:30:00 AM,31.983,1463.9,,,,
425,08/10/18 11:00:00 AM,32.188,1808.3,,,,
426,08/10/18 11:30:00 AM,32.394,2755.6,,,,
427,08/10/18 12:00:00 PM,32.394,5511.1,,,,
428,08/10/18 12:30:00 PM,32.497,9644.5,,,,
429,08/10/18 01:00:00 PM,32.086,1011.8,,,,
430,08/10/18 01:30:00 PM,32.291,10333.4,,,,
431,08/10/18 02:00:00 PM,32.086,3961.1,,,,
432,08/10/18 02:30:00 PM,32.188,2411.1,,,,
433,08/10/18 03:00:00 PM,32.600,2325.0,,,,
434,08/10/18 03:30:00 PM,32.704,11711.2,,,,
435,08/10/18 04:00:00 PM,32.911,15844.5,,,,
436,08/10/18 04:30:00 PM,32.600,9300.1,,,,
437,08/10/18 05:00:00 PM,32.394,3961.1,,,,
438,08/10/18 05:30:00 PM,32.497,9644.5,,,,
439,08/10/18 06:00:00 PM,32.497,8266.7,,,,
440,08/10/18 06:30:00 PM,32.188,8266.7,,,,
441,08/10/18 07:00:00 PM,32.086,516.7,,,,
442,08/10/18 07:30:00 PM,32.086,139.9,,,,
443,08/10/18 08:00:00 PM,31.983,0.0,,,,
444,08/10/18 08:30:00 PM,31.983,0.0,,,,
445,08/10/18 09:00:00 PM,31.880,0.0,,,,
446,08/10/18 09:30:00 PM,31.880,0.0,,,,
447,08/10/18 10:00:00 PM,31.778,0.0,,,,
448,08/10/18 10:30:00 PM,31.778,0.0,,,,
449,08/10/18 11:00:00 PM,31.778,0.0,,,,
450,08/10/18 11:30:00 PM,31.778,0.0,,,,
451,08/11/18 12:00:00 AM,31.778,0.0,,,,
452,08/11/18 12:30:00 AM,31.676,0.0,,,,
453,08/11/18 01:00:00 AM,31.676,0.0,,,,
454,08/11/18 01:30:00 AM,31.574,0.0,,,,
455,08/11/18 02:00:00 AM,31.574,0.0,,,,
456,08/11/18 02:30:00 AM,31.574,0.0,,,,
457,08/11/18 03:00:00 AM,31.574,0.0,,,,
458,08/11/18 03:30:00 AM,31.574,0.0,,,,
459,08/11/18 04:00:00 AM,31.574,0.0,,,,
460,08/11/18 04:30:00 AM,31.574,0.0,,,,
461,08/11/18 05:00:00 AM,31.574,0.0,,,,
462,08/11/18 05:30:00 AM,31.574,0.0,,,,
463,08/11/18 06:00:00 AM,31.472,0.0,,,,
464,08/11/18 06:30:00 AM,31.370,0.0,,,,
465,08/11/18 07:00:00 AM,31.268,247.6,,,,
466,08/11/18 07:30:00 AM,31.370,602.8,,,,
467,08/11/18 08:00:00 AM,31.370,1151.7,,,,
468,08/11/18 08:30:00 AM,31.370,1377.8,,,,
469,08/11/18 09:00:00 AM,31.472,1463.9,,,,
470,08/11/18 09:30:00 AM,31.574,1722.2,,,,
471,08/11/18 10:00:00 AM,31.574,2238.9,,,,
